country,title,salary_min,salary_max,employment_type,category,posting_date,location,is_estimated,company_name,exchange_rate,salary_min_pln,salary_max_pln,salary_avg_pln,salary_spread_pct,IT_seniority_level,day_of_week,has_salary
gb,IT Support Apprentice,23000.0,26500.0,full_time,IT,2026-03-25 09:51:40+00:00,"Glasgow City Centre, Glasgow",False,QA,4.8924,112525.20000000001,129648.6,121086.90000000001,15.217391304347819,Not Specified,Wednesday,True
pl,Net Developer,221760.0,282240.0,full_time,IT,2026-04-01 03:11:16+00:00,"Szczecin, zachodniopomorskie",False,Detable,1.0,221760.0,282240.0,252000.0,27.27272727272727,Not Specified,Wednesday,True
pl,Lead Python Backend Engineer,604800.0,766080.0,full_time,IT,2026-04-02 03:07:28+00:00,"Szczecin, zachodniopomorskie",False,Reef Technologies,1.0,604800.0,766080.0,685440.0,26.666666666666668,Senior,Thursday,True
us,Licensed Psychiatric Nurse Practitioner (LPNP),106647.76,106647.76,full_time,Healthcare & Nursing Jobs,2026-03-13 07:50:51+00:00,"Duluth, Saint Louis County",True,Headway,3.6506,389328.31265599997,389328.31265599997,389328.31265599997,0.0,,Friday,True
pl,Senior IT System Analyst IAM | f m d,,,full_time,IT,2026-01-06 01:33:18+00:00,"Warszawa, mazowieckie",False,ERGO Technology & Services,1.0,,,,,Senior,Tuesday,False
pl,Senior Fullstack Developer (React And .NET Core) @ ITFS Sp. z o.o.,1680.0,1920.0,full_time,IT,2026-03-27 01:56:51+00:00,Polska,False,ITFS Sp. z o.o.,1.0,20160.0,23040.0,21600.0,14.285714285714285,Senior,Friday,True
us,Physical Therapist Assistant,70478.51,70478.51,part_time,Healthcare & Nursing Jobs,2026-01-01 06:05:21+00:00,"Eva, Morgan County",True,Encompass Health Rehabilitation Hospital of North Alabama,3.6506,257288.84860599996,257288.84860599996,257288.84860599996,0.0,,Thursday,True
us,"Houseparents, Full-Time - Relocation to Hershey, PA Required",76522.96,76522.96,full_time,Healthcare & Nursing Jobs,2025-10-03 01:06:12+00:00,"Stonecrest, DeKalb County",True,Milton Hershey School,3.6506,279354.71777600003,279354.71777600003,279354.71777600003,0.0,,Friday,True
gb,Bathroom Fitter (Self-Employed),47774.72,47774.72,Not specified,Trade & Construction Jobs,2025-05-16 09:51:42+00:00,"Ellesmere Port, Cheshire",True,MyJobQuote,4.8924,233733.04012800002,233733.04012800002,233733.04012800002,0.0,,Friday,True
us,"Houseparents, Full-Time - Relocation to Hershey, PA Required",88573.52,88573.52,full_time,Healthcare & Nursing Jobs,2025-10-03 01:18:43+00:00,"East Helena, Lewis and Clark County",True,Milton Hershey School,3.6506,323346.492112,323346.492112,323346.492112,0.0,,Friday,True
pl,Senior Software Engineer Delivery & Developer Experience Team,222000.0,360000.0,full_time,IT,2026-03-26 02:05:41+00:00,"Białystok, podlaskie",False,SmartRecruiters Inc.,1.0,222000.0,360000.0,291000.0,62.16216216216216,Senior,Thursday,True
us,Paramedic,41740.65,41740.65,full_time,Healthcare & Nursing Jobs,2026-04-01 05:19:17+00:00,"Portland, Multnomah County",True,AMR,3.6506,152378.41689,152378.41689,152378.41689,0.0,,Wednesday,True
us,"House Parents - Relocation to Hershey, PA Required",68737.62,68737.62,full_time,Healthcare & Nursing Jobs,2025-10-03 01:06:48+00:00,"River Oaks, Houston",True,Milton Hershey School,3.6506,250933.55557199998,250933.55557199998,250933.55557199998,0.0,,Friday,True
pl,Kierownik Kierowniczka Działu Utrzymania i Rozwoju Systemów IT,,,full_time,IT,2026-02-27 01:57:03+00:00,"Gdańsk, Trójmiasto",False,Port Gdańsk,1.0,,,,,Senior,Friday,False
pl,Starszy Specjalista Starsza Specjalistka w Dziale Aplikacji Korporacyjnych IT,,,full_time,IT,2026-03-17 02:30:00+00:00,"Gdańsk, Trójmiasto",False,ORLEN S.A.,1.0,,,,,Senior,Tuesday,False
gb,Roadside Technician - Cheltenham,36400.0,60000.0,full_time,Engineering Jobs,2026-02-05 17:38:14+00:00,"Charlton Kings, Cheltenham",False,RAC,4.8924,178083.36000000002,293544.0,235813.68,64.83516483516482,,Thursday,True
gb,Vehicle Technician / MOT Tester,32971.0,35000.0,full_time,Engineering Jobs,2026-03-18 17:37:49+00:00,"Leicester, Leicestershire",False,Halfords,4.8924,161307.3204,171234.0,166270.66019999998,6.153892814897943,,Wednesday,True
us,Occupational Therapist - Flexible PRN Scheduling Work Life Balance,77689.48,77689.48,part_time,Healthcare & Nursing Jobs,2026-03-24 22:02:51+00:00,"Azalea Park, Orange County",True,Encompass Health Rehabilitation Hospital of Altamonte Springs,3.6506,283613.21568799997,283613.21568799997,283613.21568799997,0.0,,Tuesday,True
gb,Principal Engineer – Site Asset Safety Verification,53665.92,53665.92,Not specified,Engineering Jobs,2026-03-20 20:29:01+00:00,"Chapels, Kirkby-In-Furness",True,BAE Systems,4.8924,262555.147008,262555.147008,262555.147008,0.0,,Friday,True
pl,Senior/GL Accountant with French @ Antal,,,full_time,IT,2026-03-06 01:38:10+00:00,"Poznań, wielkopolskie",False,Antal,1.0,,,,,Senior,Friday,False
pl,Wsparcie IT z j. niemieckim (pół etatu) @ Capgemini,,,full_time,IT,2026-02-21 01:36:35+00:00,Polska,False,Capgemini,1.0,,,,,Not Specified,Saturday,False
pl,Starszy Analityk IT / Starsza Analityczka IT,,,Not specified,IT,2026-03-10 22:15:36+00:00,"Wrocław, dolnośląskie",False,Bank Millennium S.A.,1.0,,,,,Senior,Tuesday,False
gb,IT & Digital Support,35000.0,35000.0,full_time,IT,2026-03-18 00:34:48+00:00,"Stone, Staffordshire",False,Brampton Recruitment,4.8924,171234.0,171234.0,171234.0,0.0,Not Specified,Wednesday,True
us,"Senior, IT Auditor",81934.07,81934.07,Not specified,Accounting & Finance Jobs,2026-03-26 21:08:12+00:00,"Boston, Suffolk County",True,American Tower,3.6506,299108.515942,299108.515942,299108.515942,0.0,,Thursday,True
gb,IT Administrator,27000.0,30000.0,full_time,IT,2026-04-03 04:24:34+00:00,"Caversham, Reading",False,Focus Resourcing,4.8924,132094.80000000002,146772.0,139433.40000000002,11.111111111111097,Not Specified,Friday,True
gb,IT Engineer,78000.0,104000.0,Not specified,IT,2026-03-13 19:40:50+00:00,"The City, Central London",False,Randstad Technologies Recruitment,4.8924,381607.2,508809.60000000003,445208.4,33.333333333333336,Not Specified,Friday,True
us,Hospital Pharmacist PRN Pool Naples Florida,135718.92,135718.92,part_time,Healthcare & Nursing Jobs,2026-03-16 22:11:27+00:00,"Coco River, Collier County",True,Encompass Health Rehabilitation Hospital of Naples,3.6506,495455.489352,495455.489352,495455.489352,0.0,,Monday,True
pl,Senior Software Engineer (Java / Kotlin) @ Allegro,220800.0,305400.0,full_time,IT,2026-03-31 02:47:23+00:00,"Poznań, wielkopolskie",False,Allegro,1.0,220800.0,305400.0,263100.0,38.315217391304344,Senior,Tuesday,True
gb,Finance Manager,58352.22,58352.22,Not specified,Accounting & Finance Jobs,2026-02-24 10:27:22+00:00,"Worcestershire, West Midlands",True,HAYS,4.8924,285482.401128,285482.401128,285482.401128,0.0,,Tuesday,True
us,Occupational Therapy Assistant - Days,53646.83,53646.83,part_time,Healthcare & Nursing Jobs,2026-03-31 21:04:26+00:00,"Tierra Verde, Pinellas County",True,Encompass Health Rehabilitation Hospital of Largo,3.6506,195843.117598,195843.117598,195843.117598,0.0,,Tuesday,True
gb,IT Analyst,32799.75,32799.75,full_time,IT,2026-02-25 14:47:05+00:00,"Hulme, Manchester",True,Lewis Paige,4.8924,160469.4969,160469.4969,160469.4969,0.0,Not Specified,Wednesday,True
pl,Senior IT Analyst,231840.0,272160.0,full_time,IT,2026-03-11 02:40:11+00:00,"Gdańsk, Trójmiasto",False,DCG,1.0,231840.0,272160.0,252000.0,17.391304347826086,Senior,Wednesday,True
gb,Head of IT,75000.0,80000.0,full_time,IT,2026-03-19 19:26:21+00:00,"Birmingham, West Midlands",False,Spectrum IT,4.8924,366930.0,391392.0,379161.0,6.666666666666667,Senior,Thursday,True
us,IT Portfolio Manager,100895.73,100895.73,Not specified,IT,2026-03-27 10:13:09+00:00,"Juno Beach, Palm Beach County",True,Kforce Technology Staffing,3.6506,368329.951938,368329.951938,368329.951938,0.0,Not Specified,Friday,True
pl,IT Systems Architect - Cloud Foundation All Genders,,,full_time,IT,2026-03-27 02:04:56+00:00,"Wrocław, dolnośląskie",False,Schaeffler Global Services Europe Sp. z o.o.,1.0,,,,,Not Specified,Friday,False
us,RN Acute Care Surgical Oncology,64549.38,64549.38,full_time,Healthcare & Nursing Jobs,2025-12-03 02:20:07+00:00,"Southglenn, Centennial",True,UCHealth,3.6506,235643.966628,235643.966628,235643.966628,0.0,,Wednesday,True
pl,IT Analyst,192000.0,243600.0,Not specified,IT,2026-03-13 23:08:44+00:00,"Gdynia, Trójmiasto",False,B2B.NET S.A.,1.0,192000.0,243600.0,217800.0,26.875,Not Specified,Friday,True
us,Pharmacist - Hybrid Remote Opportunity,106122.32,106122.32,part_time,Healthcare & Nursing Jobs,2026-04-01 05:15:52+00:00,"San Luis, Yuma County",True,"Yuma Rehabilitation Hospital, an affiliation of Encompass Health and Yuma Regional Medical Center",3.6506,387410.141392,387410.141392,387410.141392,0.0,,Wednesday,True
us,IT Business Analyst/HR,145717.11,145717.11,full_time,IT,2026-02-14 17:52:15+00:00,"San Jose, Santa Clara County",True,World Wide Technology,3.6506,531954.881766,531954.881766,531954.881766,0.0,Not Specified,Saturday,True
pl,Technical Project Manager,216000.0,300000.0,full_time,IT,2026-03-29 03:09:16+00:00,"Rzeszów, podkarpackie",False,AVSystem,1.0,216000.0,300000.0,258000.0,38.88888888888889,Not Specified,Sunday,True
us,Shop and Deliver - No Experience Required,73019.48,73019.48,part_time,Hospitality & Catering Jobs,2026-02-09 05:01:45+00:00,"Tysons Corner, Fairfax County",True,Instacart Shoppers,3.6506,266564.913688,266564.913688,266564.913688,0.0,,Monday,True
us,IT Asset Manager,163617.27,163617.27,Not specified,IT,2026-03-24 21:36:36+00:00,"Pierre, Hughes County",True,"ASM Research, An Accenture Federal Services Company",3.6506,597301.2058619999,597301.2058619999,597301.2058619999,0.0,Not Specified,Tuesday,True
us,Lead IT Systems Engineer - Public Sector,183129.27,183129.27,full_time,Engineering Jobs,2026-02-18 18:00:41+00:00,"Stamford, Fairfield County",True,Lumen,3.6506,668531.7130619999,668531.7130619999,668531.7130619999,0.0,,Wednesday,True
us,Lead IT Systems Engineer - Public Sector,166334.67,166334.67,full_time,Engineering Jobs,2026-02-18 18:00:41+00:00,"Minot, Ward County",True,Lumen,3.6506,607221.346302,607221.346302,607221.346302,0.0,,Wednesday,True
pl,IT Project Manager Scrum Master,282240.0,342720.0,full_time,IT,2026-01-31 01:42:15+00:00,"Kraków, małopolskie",False,Antal Sp. z o.o.,1.0,282240.0,342720.0,312480.0,21.428571428571427,Not Specified,Saturday,True
pl,Python Developer with AI ML – Internal IT f m x,,,full_time,IT,2026-03-14 02:07:12+00:00,"Kraków, małopolskie",False,Sii,1.0,,,,,Junior,Saturday,False
gb,Customer Experience Advisor,21608.55,21608.55,Not specified,Customer Services Jobs,2026-03-25 15:39:29+00:00,"Kirkintilloch, East Dunbartonshire",True,Barclays Bank PLC,4.8924,105717.67002,105717.67002,105717.67002,0.0,,Wednesday,True
gb,Interim Accounts Payable,38868.07,38868.07,Not specified,Accounting & Finance Jobs,2026-03-10 18:53:54+00:00,"Bristol, South West England",True,HAYS,4.8924,190158.145668,190158.145668,190158.145668,0.0,,Tuesday,True
us,Regional CDL A Drivers,71379.09,71379.09,full_time,Logistics & Warehouse Jobs,2026-04-01 05:20:20+00:00,"Fairmount, Grant County",True,Premier Transportation,3.6506,260576.50595399996,260576.50595399996,260576.50595399996,0.0,,Wednesday,True
gb,IT Trainer,26261.15,26261.15,Not specified,IT,2026-03-26 19:38:04+00:00,"Belfast, Northern Ireland",True,Fieldfisher,4.8924,128480.05026000002,128480.05026000002,128480.05026000002,0.0,Not Specified,Thursday,True
gb,IT Business Analyst,40000.0,50000.0,full_time,IT,2026-04-02 15:52:01+00:00,"Glossop, Derbyshire",False,Adria Solutions,4.8924,195696.0,244620.00000000003,220158.0,25.000000000000018,Not Specified,Thursday,True
gb,Bathroom Fitter (Self-Employed),45580.44,45580.44,Not specified,Trade & Construction Jobs,2025-05-16 09:51:43+00:00,"Blackpool, Lancashire",True,MyJobQuote,4.8924,222997.74465600002,222997.74465600002,222997.74465600002,0.0,,Friday,True
us,IT Business Analyst/HR,128505.04,128505.04,full_time,IT,2026-02-14 17:52:15+00:00,"Flagstaff, Coconino County",True,World Wide Technology,3.6506,469120.49902399996,469120.49902399996,469120.49902399996,0.0,Not Specified,Saturday,True
pl,PL SQL Oracle Developer,228000.0,289800.0,full_time,IT,2026-03-27 02:06:31+00:00,"Warszawa, mazowieckie",False,ITDS,1.0,228000.0,289800.0,258900.0,27.105263157894736,Not Specified,Friday,True
us,Registered Nurse (RN) - Hiring Now!,38634.25,38634.25,Not specified,Healthcare & Nursing Jobs,2026-03-10 08:32:59+00:00,"Hollywood Park, Bexar County",True,Methodist Hospital Stone Oak,3.6506,141038.19305,141038.19305,141038.19305,0.0,,Tuesday,True
pl,Asystent/ka ds. administracyjno-biurowych @ IDEAL WORK GERMANY SP. Z O.O.,58800.0,70800.0,full_time,IT,2026-03-04 01:37:04+00:00,"Warszawa, mazowieckie",False,IDEAL WORK GERMANY SP. Z O.O.,1.0,58800.0,70800.0,64800.0,20.408163265306122,Junior,Wednesday,True
pl,IT Sales / Business Development Specialist @ White Label Coders,96000.0,144000.0,full_time,IT,2026-03-24 01:44:59+00:00,Polska,False,White Label Coders,1.0,96000.0,144000.0,120000.0,50.0,Not Specified,Tuesday,True
us,Registered Nurse - RN - Acute Care - Float Pool - Levindale,64613.56,64613.56,full_time,Healthcare & Nursing Jobs,2025-12-05 23:34:37+00:00,"Sparks, Baltimore County",True,LifeBridge Health,3.6506,235878.26213599998,235878.26213599998,235878.26213599998,0.0,,Friday,True
us,"Associate Dentist - Up to $50,000 Sign On Bonus",82671.48,82671.48,Not specified,Healthcare & Nursing Jobs,2026-04-01 16:16:28+00:00,"Curry, Sullivan County",True,Pippin Dental & Braces - a Benevis company,3.6506,301800.50488799997,301800.50488799997,301800.50488799997,0.0,,Wednesday,True
pl,1st Level Helpdesk IT Support German m f d Wrocław based,,,full_time,IT,2026-02-04 01:47:57+00:00,"Wrocław, dolnośląskie",False,digatus personal GmbH,1.0,,,,,Not Specified,Wednesday,False
pl,Tax Analyst @ Devire,,,full_time,IT,2026-03-25 01:45:15+00:00,"Poznań, wielkopolskie",False,Devire,1.0,,,,,Not Specified,Wednesday,False
pl,Senior PHP Engineer,180000.0,222000.0,full_time,IT,2026-03-25 02:08:14+00:00,"Warszawa, mazowieckie",False,Godel Technologies Europe,1.0,180000.0,222000.0,201000.0,23.333333333333332,Senior,Wednesday,True
pl,Release & Deployment Coordinator m f d,,,full_time,IT,2026-03-19 02:02:36+00:00,"Wrocław, dolnośląskie",False,KRUK S.A,1.0,,,,,Not Specified,Thursday,False
pl,Python Developer with AI ML – Internal IT f m x,,,full_time,IT,2026-03-14 02:32:28+00:00,"Katowice, śląskie",False,Sii,1.0,,,,,Junior,Saturday,False
pl,Senior Storage Engineer with French,,,full_time,IT,2026-01-31 01:43:06+00:00,"Katowice, śląskie",False,Capgemini Polska,1.0,,,,,Senior,Saturday,False
pl,.NET Developer (m/f) @ Antal,,,full_time,IT,2026-01-28 01:19:17+00:00,"Warszawa, mazowieckie",False,Antal,1.0,,,,,Not Specified,Wednesday,False
gb,Secondary SEN Tutor,40000.0,40000.0,Not specified,Teaching Jobs,2026-02-20 13:20:03+00:00,"Normanton, West Yorkshire",False,Spark Academy,4.8924,195696.0,195696.0,195696.0,0.0,,Friday,True
us,Lead IT Systems Engineer - Public Sector,168194.28,168194.28,full_time,Engineering Jobs,2026-02-18 18:00:41+00:00,"Huntington, Cabell County",True,Lumen,3.6506,614010.038568,614010.038568,614010.038568,0.0,,Wednesday,True
pl,Technik Farmaceutyczny / Techniczka Farmaceutyczna ul. Abrahama​,,,full_time,IT,2026-03-04 02:03:48+00:00,"Gdynia, Trójmiasto",False,Dr. Max,1.0,,,,,Not Specified,Wednesday,False
us,IT Service Technician,51222.44,51222.44,Not specified,IT,2026-03-27 10:12:20+00:00,"Centennial, Arapahoe County",True,GovCIO,3.6506,186992.639464,186992.639464,186992.639464,0.0,Not Specified,Friday,True
us,Registered Nurse ICU Float Pool,118374.11,118374.11,part_time,Healthcare & Nursing Jobs,2026-03-01 01:49:44+00:00,"El Paso, El Paso County",True,Las Palmas Medical Center,3.6506,432136.525966,432136.525966,432136.525966,0.0,,Sunday,True
pl,Technical Product Owner,322560.0,362880.0,full_time,IT,2026-03-19 02:16:00+00:00,"Warszawa, mazowieckie",False,ITLT,1.0,322560.0,362880.0,342720.0,12.5,Not Specified,Thursday,True
us,Registered Nurse Inpatient Rehab,92572.83,92572.83,Not specified,Healthcare & Nursing Jobs,2026-04-01 05:04:07+00:00,"Austin, Travis County",True,St. David's Medical Center,3.6506,337946.373198,337946.373198,337946.373198,0.0,,Wednesday,True
gb,IT Project Manager,70000.0,80000.0,full_time,IT,2026-03-19 18:56:24+00:00,"London, UK",False,Oliver James Associates,4.8924,342468.0,391392.0,366930.0,14.285714285714285,Not Specified,Thursday,True
pl,Technik IT,,,Not specified,Inżynieria,2026-03-08 17:20:38+00:00,Polska,False,NAUTICOM TECHNOLOGY sp. z o.o.,1.0,,,,,,Sunday,False
us,Regional CDL A Drivers,74092.1,74092.1,full_time,Logistics & Warehouse Jobs,2026-04-01 01:04:39+00:00,"Lambertville, Monroe County",True,Premier Transportation,3.6506,270480.62026,270480.62026,270480.62026,0.0,,Wednesday,True
pl,Senior Network Engineer (Cisco) @ Capgemini,,,full_time,IT,2026-03-26 01:47:49+00:00,Polska,False,Capgemini,1.0,,,,,Senior,Thursday,False
us,Charge Nurse Transition Specialties,75000.52,75000.52,full_time,Healthcare & Nursing Jobs,2026-03-19 04:06:59+00:00,"Parker, Douglas County",True,UCHealth,3.6506,273796.898312,273796.898312,273796.898312,0.0,,Thursday,True
pl,Senior Lead Software Engineer,240000.0,343800.0,full_time,IT,2026-01-04 01:30:18+00:00,"Katowice, śląskie",False,Addepto,1.0,240000.0,343800.0,291900.0,43.25,Senior,Sunday,True
pl,IT Analyst,,,full_time,IT,2026-03-14 02:21:58+00:00,"Kraków, małopolskie",False,B2Bnetwork,1.0,,,,,Not Specified,Saturday,False
us,Physical Therapist - Career Growth & Tuition Reimbursement,95094.23,95094.23,part_time,Healthcare & Nursing Jobs,2026-03-24 22:04:57+00:00,"Apopka, Orange County",True,Encompass Health Rehabilitation Hospital of Altamonte Springs,3.6506,347150.996038,347150.996038,347150.996038,0.0,,Tuesday,True
us,"Director, IT",112308.35,112308.35,Not specified,IT,2026-04-01 17:49:27+00:00,"Costa Mesa, Orange County",True,Safran,3.6506,409992.86251,409992.86251,409992.86251,0.0,Not Specified,Wednesday,True
us,Southeast Regional ,88192.03,88192.03,full_time,Logistics & Warehouse Jobs,2026-04-01 05:16:21+00:00,"Dudley, Laurens County",True,Premier Transportation,3.6506,321953.82471799996,321953.82471799996,321953.82471799996,0.0,,Wednesday,True
pl,Specjalista / Specjalistka ds. Ochrony Danych Osobowych,78000.0,90000.0,full_time,IT,2026-03-27 02:04:17+00:00,"Gdańsk, Trójmiasto",False,BEST S.A.,1.0,78000.0,90000.0,84000.0,15.384615384615385,Not Specified,Friday,True
us,Licensed Clinical Social Worker (Virtual),101846.91,101846.91,Not specified,Healthcare & Nursing Jobs,2026-02-25 19:40:15+00:00,"Wyoming, Kent County",True,Headway,3.6506,371802.329646,371802.329646,371802.329646,0.0,,Wednesday,True
gb,IT teacher,42380.0,58240.0,Not specified,Teaching Jobs,2026-03-07 08:13:11+00:00,"Holbeck, Leeds",False,Academics Ltd,4.8924,207339.912,284933.376,246136.644,37.42331288343557,,Saturday,True
pl,IT Specialist,,,full_time,Unknown,2026-03-06 22:16:52+00:00,"Tarnowo Podgórne, wielkopolskie",False,Magna International,1.0,,,,,,Friday,False
pl,Senior UI/UX Designer @ Integral Solutions,720.0,1056.0,full_time,IT,2026-03-11 01:42:07+00:00,"Warszawa, mazowieckie",False,Integral Solutions,1.0,8640.0,12672.0,10656.0,46.666666666666664,Senior,Wednesday,True
us,Physical Therapist,109181.84,109181.84,full_time,Healthcare & Nursing Jobs,2026-02-01 02:43:51+00:00,"Lakeland, Shelby County",True,Encompass Health Rehabilitation Hospital of North Memphis,3.6506,398579.22510399995,398579.22510399995,398579.22510399995,0.0,,Sunday,True
pl,Lead CRM Solution Architect,322560.0,372960.0,full_time,IT,2026-03-24 02:06:11+00:00,"Warszawa, mazowieckie",False,Next Technology Professionals,1.0,322560.0,372960.0,347760.0,15.625,Senior,Tuesday,True
pl,IT Service Manager Global | f m d,,,full_time,IT,2026-03-28 02:06:43+00:00,"Warszawa, mazowieckie",False,ERGO Technology & Services,1.0,,,,,Not Specified,Saturday,False
pl,DORA Technical SME Network Security IT Security m f d,,,full_time,IT,2026-02-06 01:59:06+00:00,"Wrocław, dolnośląskie",False,digatus personal GmbH,1.0,,,,,Not Specified,Friday,False
pl,Senior Mobile Engineer,300000.0,360000.0,full_time,IT,2026-02-23 02:43:03+00:00,"Poznań, wielkopolskie",False,dotLinkers,1.0,300000.0,360000.0,330000.0,20.0,Senior,Monday,True
us,Urology Physician,139968.36,139968.36,Not specified,Healthcare & Nursing Jobs,2026-04-02 04:11:00+00:00,"Bismarck, Burleigh County",True,AMN Healthcare,3.6506,510968.49501599994,510968.49501599994,510968.49501599994,0.0,,Thursday,True
pl,High Risk IT Operations Specialist Oracle DB & ETL,,,full_time,IT,2026-03-19 02:14:40+00:00,"Warszawa, mazowieckie",False,B2Bnetwork,1.0,,,,,Not Specified,Thursday,False
us,Registered Nurse (RN),35961.28,35961.28,full_time,Healthcare & Nursing Jobs,2026-04-01 15:25:31+00:00,"Prairieville, Ascension Parish",True,Agape Care Group,3.6506,131280.248768,131280.248768,131280.248768,0.0,,Wednesday,True
pl,Tester Manualny / Testerka Manualna @ Connectis_,120000.0,156000.0,full_time,IT,2026-04-01 02:50:50+00:00,"Warszawa, mazowieckie",False,Connectis ,1.0,120000.0,156000.0,138000.0,30.0,Not Specified,Wednesday,True
us,Shift Leader – Restaurant Crew Member,45095.27,45095.27,Not specified,Hospitality & Catering Jobs,2026-04-02 04:14:04+00:00,"Saint Clairsville, Belmont County",True,Panera Bread - St. Clairsville,3.6506,164624.792662,164624.792662,164624.792662,0.0,,Thursday,True
gb,Market Research Interviewer - Car Required - Part Time,14.0,14.0,part_time,Part time Jobs,2026-04-01 11:25:39+00:00,"Hall Green, Birmingham",False,Ipsos,4.8924,821.9232,821.9232,821.9232,0.0,,Wednesday,True
us,"Residential Youth Caregiver - Relocation to Hershey, PA Required",59812.85,59812.85,full_time,Healthcare & Nursing Jobs,2025-10-03 01:20:00+00:00,"Moraine, Montgomery County",True,Milton Hershey School,3.6506,218352.79020999998,218352.79020999998,218352.79020999998,0.0,,Friday,True
us,Restaurant Assistant Manager,33498.19,33498.19,full_time,Hospitality & Catering Jobs,2026-02-03 23:01:12+00:00,"Wallace, Duplin County",True,Zaxby's,3.6506,122288.49241400001,122288.49241400001,122288.49241400001,0.0,,Tuesday,True
pl,Machine Learning Engineer,114000.0,240000.0,full_time,IT,2026-02-13 02:07:12+00:00,"Katowice, śląskie",False,Reply Polska Sp. z o. o.,1.0,114000.0,240000.0,177000.0,110.5263157894737,Not Specified,Friday,True
gb,Lead Electrical Design Engineer,47290.32,47290.32,Not specified,Engineering Jobs,2026-03-28 02:47:48+00:00,"Gourock, Inverclyde",True,BAE Systems,4.8924,231363.161568,231363.161568,231363.161568,0.0,,Saturday,True
gb,Senior IT Buyer,45000.0,45000.0,Not specified,IT,2026-02-28 07:58:36+00:00,"Sneinton, Nottingham",False,Littlefish,4.8924,220158.0,220158.0,220158.0,0.0,Senior,Saturday,True
us,IT Business Analyst/HR,134074.83,134074.83,full_time,IT,2026-02-10 04:57:41+00:00,"Tucson, Pima County",True,World Wide Technology,3.6506,489453.5743979999,489453.5743979999,489453.5743979999,0.0,Not Specified,Tuesday,True
gb,Painter & Decorator (Self-Employed),40465.8,40465.8,Not specified,Trade & Construction Jobs,2025-05-16 09:50:46+00:00,"Newquay, Cornwall",True,MyJobQuote,4.8924,197974.87992000004,197974.87992000004,197974.87992000004,0.0,,Friday,True
pl,️ IT Cyber Security Auditor Infrastructure Security Consultant - remote,362880.0,604800.0,full_time,IT,2026-01-12 01:34:31+00:00,"Warszawa, mazowieckie",False,Ness Solution,1.0,362880.0,604800.0,483840.0,66.66666666666666,Not Specified,Monday,True
gb,HPE VME Sales Specialist EMEA,47761.24,47761.24,full_time,Sales Jobs,2026-04-01 14:32:00+00:00,UK,True,"Arrow Electronics, Inc.",4.8924,233667.09057600002,233667.09057600002,233667.09057600002,0.0,,Wednesday,True
us,"Driver, Trainee Hourly",53536.59,53536.59,full_time,Travel Jobs,2026-03-09 10:33:02+00:00,"Willernie, Washington County",True,"Mclane Company, Inc.",3.6506,195440.67545399998,195440.67545399998,195440.67545399998,0.0,,Monday,True
gb,Senior Quantity Surveyor,57884.38,57884.38,full_time,Trade & Construction Jobs,2026-02-24 10:27:13+00:00,"Whitehaven, Cumbria",True,HAYS,4.8924,283193.540712,283193.540712,283193.540712,0.0,,Tuesday,True
pl,Murex Integration Consultant @ Deloitte,,,full_time,IT,2026-01-28 01:19:16+00:00,Polska,False,Deloitte,1.0,,,,,Not Specified,Wednesday,False
pl,IT Project Manager @ Ringier Axel Springer Tech,129600.0,217200.0,full_time,IT,2026-03-17 01:43:14+00:00,"Kraków, małopolskie",False,Ringier Axel Springer Tech,1.0,129600.0,217200.0,173400.0,67.5925925925926,Not Specified,Tuesday,True
us,RN Case Manager PRN,71974.95,71974.95,Not specified,Healthcare & Nursing Jobs,2026-03-18 15:51:41+00:00,"Okefenokee, Ware County",True,Memorial Satilla Health,3.6506,262751.75247,262751.75247,262751.75247,0.0,,Wednesday,True
us,IT Service Technician,48752.04,48752.04,Not specified,IT,2026-03-27 10:12:57+00:00,"Harahan, Jefferson Parish",True,GovCIO,3.6506,177974.197224,177974.197224,177974.197224,0.0,Not Specified,Friday,True
gb,IT Project Manager,46279.68,46279.68,full_time,IT,2026-04-03 11:19:52+00:00,"Manchester, Greater Manchester",True,Cloud Imperium Games Limited,4.8924,226418.706432,226418.706432,226418.706432,0.0,Not Specified,Friday,True
pl,Ekspert Security & Governance @ Get it together,,,full_time,IT,2026-03-20 01:43:35+00:00,"Wrocław, dolnośląskie",False,Get it together,1.0,,,,,Not Specified,Friday,False
gb,Kitchen Fitter (Self-Employed),43648.23,43648.23,Not specified,Trade & Construction Jobs,2025-05-16 09:50:16+00:00,"Derby, Derbyshire",True,MyJobQuote,4.8924,213544.60045200004,213544.60045200004,213544.60045200004,0.0,,Friday,True
gb,Audit RI,61132.48,61132.48,Not specified,Accounting & Finance Jobs,2026-02-24 15:27:59+00:00,"Manchester, Greater Manchester",True,HAYS,4.8924,299084.54515200004,299084.54515200004,299084.54515200004,0.0,,Tuesday,True
pl,IT Administrator,,,Not specified,IT,2026-03-10 23:02:39+00:00,"Katowice, śląskie",False,Travcorp Poland Sp z o.o.,1.0,,,,,Not Specified,Tuesday,False
us,IT Helpdesk,56918.85,56918.85,Not specified,IT,2026-03-24 11:45:57+00:00,"Redlands, San Bernardino County",True,Kinetic Personnel Group,3.6506,207787.95380999998,207787.95380999998,207787.95380999998,0.0,Not Specified,Tuesday,True
